country,log_type,category,measure,comment,date
Thailand,Introduction / extension of measures,Public health measures,Strengthening the public health system,Thailand also strengthened the COVID-19 prevention and control measures by organizing training to provide knowledge on disease prevention and control to village health volunteers.,2020-02-16
Thailand,Introduction / extension of measures,Public health measures,Testing policy,"The MOPH has expanded surveillance for active case finding in three groups by 1) enhancing screening of patients with pneumonia symptoms of unknown cause and people who have been in close contact with travelers who journeyed from outbreak areas of COVID-19, ",2020-02-17
Thailand,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,"The MOPH has expanded surveillance for active case finding by 2) elevating levels of guest screening at International Communicable Disease Control Office and hospitals for people travelling from China, the Hong Kong Special Administrative Region, Macao Special Administrative Region of the People’s Republic of China, Taipei, Japan, Singapore and reported outbreak countries, community outbreak areas are also included, ",2020-02-17
Thailand,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,The MOPH has expanded surveillance for active case finding by 3) a special stepping up of surveillance in hospitals for people who have travel history from countries with reported cases of local transmission.,2020-02-17
Thailand,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,"For Thai-passengers of the Westerdam Cruise (high-risk group): For Thai passengers returning home, they will be followed up for 14 days in accordance with the disease prevention and control standards. If anyone would like to continue to travel, they will be screened. If the results identify a fever, they will not be allowed to get on a plane and will be brought to the tracking system for disease surveillance.",2020-02-17
Thailand,Introduction / extension of measures,Movement restrictions,Visa restrictions,"For foreign-passengers of the Westerdam Cruise (high-risk group): For foreigners, they will not be allowed to make a transit or change flights in Thailand. The MOPH has coordinated with airlines, immigration offices, the Ministry of Foreign Affairs and the airports of Thailand and emphasized that if foreigners have necessary to enter Thailand, they need to strictly comply with the disease prevention and control measures, i.e. wearing a mask, washing hands, informing information to the staff and being screened before getting on the plane. If anyone shows symptoms including fever and cough, they will be brought to the tracking system for Thailand’s disease surveillance immediately. The disease surveillance in passengers from the Westerdam Cruise has been implemented by Thailand after the first COVID-19 confirmed case was reported.",2020-02-17
Thailand,Introduction / extension of measures,Public health measures,Awareness campaigns,"Chief Medical Officers of Provincial Public Health Offices in the issues for the orders of the Emergency Operations Center on Medical and Public Health as follows: 1) Campaigning for the public to regularly wash hands and using cloth masks and clean surface areas that may be a source of infection, especially among the group of public transport operators and foreign tourist service providers ",2020-02-17
Thailand,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,"Chief Medical Officers of Provincial Public Health Offices in the issues for the orders of the Emergency Operations Center on Medical and Public Health as follows: 2) Provinces with docks, airports and international points of entry need to set a disease control checkpoint to screen all passengers and people coming in and going out of the points of entry, especially in Bangkok and its surrounding provinces, Chiang Mai, Chiang Rai, Chon Buri, Krabi and Phuket, by integrating surge capacities of health personnel in provinces including nearby regional health areas and health personnel from the Department of Disease Control",2020-02-17
Thailand,Introduction / extension of measures,Public health measures,Awareness campaigns,"The MOPH emphasized that there are still no restrictions for traveling to outbreak areas. If travel to outbreak areas is necessary, please take care of yourself by frequently washing hands with soap and alcohol gel, wearing a mask, and avoiding visits to crowded places.",2020-02-21
Thailand,Introduction / extension of measures,Public health measures,Strengthening the public health system,Thailand has accelerated the development of a network of laboratories to cope with emergency outbreaks in 14 provinces nationwide. By starting at the 13 medical science centers… it will expand to regional/general hospitals (at least one laboratory in each province) throughout the country.,2020-02-21
Thailand,Introduction / extension of measures,Public health measures,Awareness campaigns,"Today, the Ministry of Public Health has organized a campaign to educate the public about COVID19, to provide knowledge on disease prevention. To strictly comply with the recommendations, “eat cooked food, use serving spoons, wash hands and wear hygienic masks"" have been taught to the people at [2 schools]. ",2020-02-21
Thailand,Introduction / extension of measures,Public health measures,General recommendations,General recommendations for students travelling from affected areas,2020-02-23
Thailand,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,"the Ministry of Public Health has enhanced the criteria for surveillance, changing the criteria for risk areas, risk occupations and healthcare workers.",2020-02-24
Thailand,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,"the MoPH recommended passengers returning from outbreak areas to implement a self-quarantine for 14 days to ensure the safety of themselves, their family and community.",2020-02-24
Thailand,Introduction / extension of measures,Public health measures,Awareness campaigns,"Since there are many people asking for information about COVID–19 through the DDC Hotline 1422 (30 lines have been arranged for the general public), the Department of Disease Control opened new channels of communication called “คร. OK” Chatbot and “รู้กันทันโรค” Line Application to provide information and recommendations including FAQ to the public. People can listen to the automated messages or leave a question or message through these kinds of channels and an officer will respond back.",2020-02-27
Thailand,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,These policies define 3 different groups that should undergo different types of surveillance measures and recommendations. See link for more details. ,2020-02-28
Thailand,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,"In case a patient or suspected case is found, they must report to the disease control officers under the conditions and process of the MoPH, within three hours. If someone breaks the law, they shall be liable to a fine not exceeding twenty-thousand Thai baht.",2020-01-03
Thailand,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,"the Ministry of Public Health, Thailand has updated the definition of patients under investigation (PUI) to include clusters of patients (more than 5 persons) with respiratory illnesses for patients found in the same area, in the same week. Expanding the definition of PUI will increase the sensitivity of community infection detection. For surveillance in hospitals, if patients with pneumonia who were treated and have not improved, have unknown cause of illness, are in critical condition, or are fatal cases with unknown causes, they will be tested for COVID-19 infection .",2020-02-03
Thailand,Introduction / extension of measures,Public health measures,Strengthening the public health system,"Today, the Ministry of Public Health has provided to the public, three masks per individual in accordance with the policy of the Deputy Prime Minister and the Minister of Public Health to use in disease prevention.",2020-02-03
Thailand,Introduction / extension of measures,Public health measures,General recommendations,including new recommendations for government officers/departments.,2020-04-03
Thailand,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,"Monitoring / surveillance in travelers from Disease Infected Zones. Government officials have the power to take legal action immediately such as bringing suspected cases to be examined, isolated or quarantined at the designated locations. The officers can take action against those refusing to notify or not notifying within the time specified by law when finding suspected cases or suspected events.",2020-06-03
Thailand,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,Bringing the travelers to the quarantine facilities and determination of the quarantine areas or places or designated areas is to proceed with the necessary actions in accordance with the guidelines and procedures of the Ministry of Public Health together with the Ministry of Transport and related departments.,2020-06-03
Thailand,Introduction / extension of measures,Public health measures,Awareness campaigns,"MoPH has increased the channels to provide education and advice for people avoid COVID-19 on Twitter, Facebook, Line Official, Tik Tok, ""ไทยรู้สู้โควิด"" and Line Official ChatBot 1422 ""Kor-Ror-OK."" The MOPH is requesting cooperation from the public to use those channels instead of the Hotline 1422 to access information.",2020-07-03
Thailand,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,The Ministry of Public Health (MOPH) is implemented strict quarantine for the Thai workers who returned from South Korea at Sattahip Military Base and the workers’ hometown provinces for 14 days.,2020-08-03
Thailand,Introduction / extension of measures,Public health measures,General recommendations,"The MOPH requested the collaboration from people to strictly comply with the recommendations by keeping a distance of at least 1 meter from each other, not joining parties, not sharing personal items with other, etc. These are extended measures introduced to the general recommendations prior because of a recent cluster outbreak due to friends sharing drinks at a party and all testing positive.",2020-02-17
Thailand,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,"those who entered Lumpini Boxing Stadium and Ratchadamnoen Boxing Stadium from 6 - 8 March 2020, and other boxing stadiums in Bangkok between 9-10 March 2020. These people need to observe their symptoms for 14 days.",2020-02-18
Thailand,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,"the MOPH requested to identify people and patients living in the Bangkok Metropolitan Region and surrounding areas who visited risk areas i.e. boxing stadiums and entertainment spots (staff, officers, visitors and the audience) to refrain from traveling back to their hometowns and self-isolate.",2020-02-20
Thailand,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,"Those who are not included in the 'at-risk' groups and have no respiratory symptoms are requested to implement self-monitoring at their homes/residence and strictly comply with the Ministry of Public Health recommendations including social distancing in order to allow health officers to conduct laboratory tests in high-risk patients who will be given priority for testing. Importantly, asymptomatic people have a lower chance of confirming infection with SARS-CoV-2 (virus causing COVID-19). This may cause people who have been prematurely diagnosed to misunderstand their infection status and go out for social activities which can lead to further spread and can disrupt the prevention and control surveillance system.",2020-02-22
Thailand,Introduction / extension of measures,Lockdown,Partial lockdown,Governor of Bangkok and provincial governors in surrounding zones ordered the temporary closure of high-risk places. ,2020-02-22
Thailand,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,"Because many workers in Bangkok are not from Bangkok, the governors have ordered no domestic travel from Bangkok workers of closed businesses for fear of the disease spreading to their home-provinces. ",2020-02-22
Thailand,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,Volunteer teams to respond to COVID-19 at the district/village levels to implement active surveillance. ,2020-02-22
Thailand,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,Returning travelers from Bangkok and its suburbs self-quarantine and observe fever and respiratory symptoms every day. Those travelers should avoid being close to other people in their residence until the completion of 14 days from the date of arrival in their residence.,2020-02-22
Thailand,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,Additional health screenings of passengers departing Bangkok ,2020-02-22
Thailand,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,"Self-monitoring reported in 7 provinces so far: Ubon Ratchathani, Khonkaen, Bangkok, Songkla, Nakorn Rachasrima, Nonthaburi and Surin. ",2020-02-24
Thailand,Introduction / extension of measures,Public health measures,General recommendations,"Regarding household members who must leave their home for work, it is recommended to clean their body once returning home, frequently wash hands and keep a safe distance away from family members in order to prevent disease transmission.",2020-02-25
Thailand,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,"Emergency Decree on Public Administration in Emergency Situation, B.E. 2548 (2005). for 30 days",2020-03-24
Thailand,Introduction / extension of measures,Movement restrictions,International flights suspension,"International flights to Thailand are suspended. * exceptions: military aircraft, emergency landing, technical landing without disembarkation, humanitarian medical or relief flights, repatriation flights and cargo flights. An exception is made until 31 March 23.59 for foreign travellers transiting through Thailand for less than 24 hours. They will only be required to show a Fit to Fly Certificate.",2020-03-18
Thailand,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,Passengers will be subject to 14-day quarantine upon arrival,2020-03-18
Thailand,Introduction / extension of measures,Movement restrictions,Visa restrictions,"An emergency decree on 25 March announced that foreigners will be banned from entering Thailand until 30 April. Diplomats and members of international organisations and their families, and foreigners with valid work permits in Thailand, and some other categories of people will still be able to enter as long as they obtain a fit-to-fly certificate issued not more than 72 hours before arrival. Diplomats must have a certificate of entry approved by Thai government agencies (eg. Ministry of Foreign Affairs).",2020-03-25
Thailand,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,"until 30 April 2020. The decree will give the government more powers to impose restrictions. Measures may include curfew, banning of mass gatherings and allowing deployment of military forces for enforcement.",2020-03-26
Thailand,Introduction / extension of measures,Movement restrictions,Additional health/documents requirements upon arrival,"Returning citizens are required to provide a medical certificate certifying their health is fit for flying (“Fit to Fly” Health Certificate) and a letter certifying their return to Thailand issued by the Royal Thai Embassy, Thai Consular Office or the Ministry of Foreign Affairs. If the travellers could not present the documents mentioned above, they will be denied from boarding the flight.All travellers and crew members must present a completed T.8 health questionnaire and submit the required information in the AOT Airport of Thailand mobile application to the Health Control Office upon arrival. This document includes personal information and residence while in Thailand.",2020-03-31
Thailand,Introduction / extension of measures,Movement restrictions,Visa restrictions,"Airlines operators will check all foreign travellers’ travel history within the last 14 days to see whether they have travelled to countries rated as ‘Disease Infected Zones’ which include China, including Hong Kong and Macao (both China SAR), Iran, Italy and South Korea and ‘Ongoing Local Transmission Areas’ which include Spain, France, Germany, Switzerland, the UK, certain regions in Japan, Netherlands, Norway, Sweden, Denmark, and the US",2020-03-31
Thailand,Introduction / extension of measures,Movement restrictions,Border checks,"The Interior Ministry has ordered for a maximum of one land checkpoint to be opened per border province. Only Chiang Rai will be exempted, as it borders both Myanmar and Laos.",2020-03-31
Thailand,Introduction / extension of measures,Movement restrictions,Border closure,Checkpoints with Malaysia have already closed given the lockdown in Malaysia.,2020-03-31
Thailand,Introduction / extension of measures,Movement restrictions,Border closure,the first Thai-Myanmar Friendship Bridge in Task has been closed until further notice.,2020-03-21
Thailand,Introduction / extension of measures,Movement restrictions,Border closure, the border linking Kanchanaburi and Myanmar will close.,2020-03-04
Thailand,Introduction / extension of measures,Movement restrictions,Border closure,Ban Khao Din in Sa Kaeo linking Thailand to Cambodia will close.,2020-05-04
Thailand,Introduction / extension of measures,Movement restrictions,Border closure,"Effective from 00.01 on 30 March until 30 April, all land and sea links between Phuket and the mainland will be closed. ",2020-03-31
Thailand,Introduction / extension of measures,Movement restrictions,International flights suspension,Phuket International Airport will be closed from 10-30 April. ,2020-10-04
Thailand,Introduction / extension of measures,Movement restrictions,Curfews,All residents and tourists are to remain in their residence from 20.00 to 03.00.,2020-10-04
Thailand,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,"Automatic renewal of visas will be granted for foreign nationals whose visa has expired from 26 March. This extension will be until 30 April, for all visa types.",2020-03-26
Thailand,Introduction / extension of measures,Lockdown,Partial lockdown,From 3 April a daily curfew is in place nationwide from 22.00 to 04.00. Essential services are exempted from this restriction.,2020-03-04
Thailand,Introduction / extension of measures,Movement restrictions,Border checks,"Following the announcement of an emergency decree on 25 March, over 357 checkpoints have been set up across the country to check local and international travellers for symptoms. Whilst interprovincial travel is still allowed, the measure aims to discourage people from doing so. Travellers in Thailand are required to carry their ID and have their temperature checked.",2020-03-25
Thailand,Introduction / extension of measures,Social distancing,Public services closure,"22 March to 30 April: entertainment venues, malls and markets in Bangkok will close. Supermarkets, restaurants with takeaway options and pharmacies will remain open.",2020-03-22
Thailand,Introduction / extension of measures,Social distancing,Public services closure,"The Bangkok Metropolitan Administration (BMA) has also announced the closure of sport arenas, public playgrounds, theatres, museums, libraries as well as meeting and banquet rooms in hotels as well as public and private nurseries until 30 April, effective 27 March. Similar measures may be taken in the rest of the country.",2020-03-27
Thailand,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,"The State Railway of Thailand will suspend its train services connecting Bangkok and the North, Northeast and South from 1 April until further notice.",2020-01-04
Thailand,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,Provincial governors have been given the authority to close public gathering venues and entertainment areas.,2020-03-17
Thailand,Introduction / extension of measures,Social distancing,Schools closure,All educational institutions have been closed from 18 March until at least 1 April.,2020-03-18
Thailand,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,Koh Samui district (Surat Thani Province) will ban entry to travellers who do not have a health certificate from 7-30 April.,2020-07-04
Thailand,Introduction / extension of measures,Social distancing,Public services closure,airports: Trat Airport (Trat Province) will be closed from 5-30 April. Samui Airport (Surat Thani Province) and Sukhothai Airport (Sukhothai Province) will be closed from 7-30 April.,2020-07-04
Thailand,Introduction / extension of measures,Lockdown,Full lockdown,Pattaya city (Chon Buri Province) is under lockdown from 9-30 April. Non-residents are barred from entry.,2020-09-04
Thailand,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,"local authorities will quarantine all foreigners who enter Chiang Mai province at their residence or in a location provided by the Department of Disease Control.  People who violate the quarantine may be fined 100,000 baht, sentenced to one year in prison, or both. ",2020-02-04
Thailand,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,"search of all vehicles entering the province. Authorities will not allow the entry of travelers who cannot explain why they need to enter the province, travelers who are not wearing a mask, and travelers who do not cooperate with health officials. Anyone entering the province will need to provide their contact details and undergo a health screening.  ",2020-01-04
Thailand,Introduction / extension of measures,Movement restrictions,Border closure,barred all foreigners from entering Mae Hong Son province ,2020-01-04
Thailand,Introduction / extension of measures,Movement restrictions,Curfews,Mae Hong Son: daily curfew prohibiting anyone from leaving their residence from 10 pm to 4 am.  ,2020-01-04
Thailand,Introduction / extension of measures,Movement restrictions,Curfews,Phitsanulok Province requested that anyone in the province stay at home from 11 pm to 5 am beginning April 1.,2020-01-04
Thailand,Introduction / extension of measures,Public health measures,Testing policy,The Ministry of Public Health confirmed that foreign nationals are required to pay for any treatment for the COVID-19 virus received after the March 22 requirement for non-Thai citizens entering Thailand to present virus-free medical certificate and health insurance. Payment is required for treatment at both public and private hospitals.,2020-03-22
Thailand,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,the Royal Thai Government approved automatic visa extensions for foreign nationals whose visas expire between 30 April 2020 and 31 July 2020.  Visas will be extended automatically until 31 July 2020. The measure will be implemented officially when the decree is published in the Royal Gazette.,2020-04-22
Thailand,Introduction / extension of measures,Movement restrictions,International flights suspension,KLM Ceases Operations Until April 30 and JAL Reduces Flights to Twice Per Week: KLM announced today the airline will cease operations from Bangkok until after April 30. JAL plans to reduce daily flights from Bangkok to twice per week.,2020-04-21
Thailand,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,"VietJet Ceasing Service to Krabi Airport: VietJet Air announced it is halting flights between Krabi Airport and Bangkok’s Suvarnabhumi Airport (BKK) until May 1, 2020. There are no flights out of Krabi Airport until after April 30.",2020-04-30
Thailand,Introduction / extension of measures,Movement restrictions,International flights suspension,CAAT Extends Ban on Incoming International Flights Until April 30,2020-04-14
Thailand,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,"April 8, the Royal Thai Government approved and implemented automatic visa extensions for foreign nationals (including U.S. citizens) whose visas expire between March 26 and April 30.",2020-08-04
Thailand,Phase-out measure,Movement restrictions,Domestic travel restrictions,Domestic flights will gradually resume on 1 May.,2020-01-05
Thailand,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,"On 27 April, the emergency decree was extended until 31 May. It was previously due to end on 30 April.",2020-04-30
Thailand,Introduction / extension of measures,Movement restrictions,International flights suspension,Phuket Airport to Remain Closed -The Civil Aviation Authority of Thailand (CAAT) announced the Phuket International Airport will remain closed until May 15.,2020-05-15
Thailand,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,APEC economies agree to keep markets open and trade flowing,2020-06-05
Timor-Leste,Introduction / extension of measures,Movement restrictions,Visa restrictions,"restriction of entry into national territory of foreign citizens, who in the last four weeks have left or been in transit in the People's Republic of China, the Republic of Korea, the Italian Republic and the Islamic Republic of Iran",2020-11-03
Timor-Leste,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,"The General Directorate of Health Provision (DGPS), of the Ministry of Health, is monitoring the epidemiological situation under technical guidelines of the World Health Organization (WHO) and has worked closely with the National Health Laboratory, the Guido Valadares National Hospital, the authorities responsible for the control and management of ports of entry, as well as other structures to support the management of outbreak prevention and control measures in Timor-Leste.",2020-11-03
Timor-Leste,Introduction / extension of measures,Public health measures,Strengthening the public health system,"establishes health procedures and measures for the protection of public health, in order to prevent the international spread of diseases",2020-01-22
Timor-Leste,Phase-out measure,Movement restrictions,International flights suspension,"Government signs agreement with Airnorth to ensure continued air services connectivity. Under the agreement, Airnorth will operate three flights per week between Dili and Darwin for the transport of medical supplies, medical emergencies, and the provision of essential goods and services. The services will commence in the coming week, with the date of first flight to be this Friday, 10th of April.",2020-08-04
Timor-Leste,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,"The General Directorate of Health Provision (DGPS), of the Ministry of Health, is monitoring the epidemiological situation under technical guidelines of the World Health Organization (WHO) and has worked closely with the National Health Laboratory, the Guido Valadares National Hospital, the authorities responsible for the control and management of ports of entry, as well as other structures to support the management of outbreak prevention and control measures in Timor-Leste.",2020-11-03
Timor-Leste,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"socio-economic plan to respond to the expected negative effects of coronavirus on the national economy, submitted by the Interministerial Commission to Combat COVID-19. The approved economic stimulus is essentially designed with the aim of protecting people, saving jobs, maintaining consumption and supporting private sector activity. The Plan includes a set of strategic measures, including the implementation of a universal money transfer system, which will ensure a basic monthly income for more than 214 000 households, the subsidy of up to 60% of the wage cost of formal sector employees who have to be quarantined or stay at home during the pandemic, the purchase of an emergency rice stock for three months to compensate for possible shortages during the pandemic, the allocation of subsidies to ensure national connectivity, the guarantee of air connection three times a week, ensuring crucial medical and emergency connections to Darwin, the subsidy for maritime freight transport to Ataúro and Oecússi and the extension of Port operations to 24 hours of the day, the partial exemption from the payment of electricity bills ($USD 15 per month) and exemption from the payment of water bills, social security contributions and state property rents. It also includes a credit program with reduced rates, credit guarantees for importers of essential goods and emergency loans, the implementation of a program to increase food supply on the south coast and measures to ensure the availability of agricultural, livestock and fishing inputs, the provision of scholarships to more than 4,200 Timorese students abroad and internet subsidies for students in Timor-Leste. ",2020-04-20
Timor-Leste,Introduction / extension of measures,Public health measures,Strengthening the public health system,"preparation of the sites for isolation, quarantine and treatment",2020-11-03
Timor-Leste,Introduction / extension of measures,Public health measures,Awareness campaigns,Government appeals to the population to Keep Calm in Relation to Pandemic COVID-19,2020-03-17
Timor-Leste,Introduction / extension of measures,Public health measures,Strengthening the public health system,"training of health professionals from all over the country, purchase of ventilators, preparation of isolation sites and hospital centers, health screening at border posts, among others",2020-03-18
Timor-Leste,Introduction / extension of measures,Public health measures,Awareness campaigns,activities to raise awareness of the population,2020-03-18
Timor-Leste,Introduction / extension of measures,Movement restrictions,Visa restrictions,"prohibition of entry into national territory, to all foreign citizens who in the last four weeks have departed or transited through countries with registered cases of infection by COVID-19. It is also forbidden to disembark cruise ship passengers unless they are Timorese citizens or foreign citizens who are in one of the situations described.",2020-03-20
Timor-Leste,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,"All nationals and foreign nationals covered by these exceptions, arriving in Timor-Leste by air, land or sea, shall be in voluntary quarantine for a minimum period of fourteen days and shall inform the authorities who are present at border posts of the place where they will be isolated.",2020-03-20
Timor-Leste,Introduction / extension of measures,Social distancing,Schools closure,"School break, from 23 March to 28 March, is NOT TO PLAY, but to stay at home and comply with the hygiene standards that were published by MEJD and the MoH. BAN the movements of your children on the street.",2020-03-23
Timor-Leste,Introduction / extension of measures,Social distancing,Limit public gatherings,"School break, from 23 March to 28 March, is NOT TO PLAY, but to stay at home and comply with the hygiene standards that were published by MEJD and the MoH. BAN the movements of your children on the street.",2020-03-23
Timor-Leste,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,policy for reducing the negative economic impacts and for economic recovery resulting from the COVID-19 pandemic. ,2020-03-25
Timor-Leste,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"economic recovery measures resulting from the COVID-19 pandemic, in particular for the creation of low-rate credit lines, for support to small and medium-sized enterprises and direct financial support for citizens and businesses. ",2020-03-28
Timor-Leste,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,"The state of emergency is in force between 00:00 hours on March 28, 2020 and 23:59 hours on April 26, 2020 and applies to the entire national territory. The measures adopted are taken with respect for constitutional limits and following the guidelines of the World Health Organization and the example of other States andseek to reduce the risk for new cases of COVID-19 in Timor-Leste. During the duration of the state of emergency, licences, authorisations, visas and residence permits, and other administrative acts and documents shall remain valid regardless of the expiry of their validity period.",2020-03-28
Timor-Leste,Introduction / extension of measures,Public health measures,Other public health measures enforced,Locations where public services operate shall ensure that there is a minimum distance of one metre between persons and provide the necessary means so users and staff can wash their hands before entering the building.,2020-03-28
Timor-Leste,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,"Compulsory isolation in a health facility or their homes applies to all those infected with the new Coronavirus until they are discharged, and all individuals who enter the national territory and all those under the supervision of the authorities will remain in isolation for a period of fourteen days.",2020-03-28
Timor-Leste,Introduction / extension of measures,Social distancing,Limit public gatherings,"Those who are not in mandatory isolation or are exempted from fulfilling their duty of presence in their workplace should remain at home. If they need to leave, they should go out alone and keep a distance of at least one meter from other individuals, avoiding crowds. Meetings or demonstrations involving the agglomeration of more than five people and any social, cultural and sporting events are prohibited. It is also forbidden to hold any religious celebrations and other events of worship, while the holding of funerals is conditional on the adoption of prevention measures and should not allow for the presence of more than ten people simultaneously.",2020-03-28
Timor-Leste,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,"All persons wishing to leave the country will be subject to health control, in particular by measuring body temperature or other means of diagnosis.",2020-03-28
Timor-Leste,Introduction / extension of measures,Social distancing,Schools closure,"all school activities are suspended on a face-to-face basis and the facilities of educational, education and vocational training establishments are closed, and teachers and students are prohibited from staying in the premises. ",2020-03-28
Timor-Leste,Introduction / extension of measures,Social distancing,Limit public gatherings,"During the duration of the state of emergency, collective passenger transport is suspended. Commercial and service establishments, markets and street vendors are allowed.",2020-03-28
Timor-Leste,Introduction / extension of measures,Public health measures,Requirement to wear protective gear in public,When entering commercial or service establishments all persons must wear a protective mask covering their mouth and nose,2020-03-28
Timor-Leste,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"Expenditure related to the prevention and combat of COVID-19, with the necessary urgency and agility, namely expenditure related to aviation services, and with contributions to international organizations, before verifying the effective provision of services or delivery of goods. The resolution provides for expenses related to the acquisition of medicines and equipment to respond to COVID-19, payment of pensions and the payment of the lease of the facilities of diplomatic missions.",2020-01-04
Timor-Leste,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"The COVID-19 Fund aims to finance expenditure related to the prevention and fight against COVID-19. This Fund includes expenditure related to the acquisition of medicines, materials, medical equipment and essential goods, the installation and maintenance of quarantine and isolation sites, the training and operationalization of professionals involved in the prevention and fight against COVID-19, with social protection for victims of SARS-CoV-2 and other expenses related to the fight against the new coronavirus, including support and protection for Timorese citizens living abroad, who declare a proven lack of financial means to bear daily expenses and who depend on family income to subsist.  The procurement process relating to expenditure financed by the Fund will be carried out in accordance with the Legal Provision Regime and the Public Procurement Code.",2020-08-04
Timor-Leste,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"Economic measures for health professionals, military personnel, security forces agents, agents of the food and economic safety authority, technical and logistical support personnel and personnel responsible for the collection and transport of solid waste as well as municipal market management who have implemented the measures enacted by the Government for the prevention and control of COVID-19.",2020-04-22
Timor-Leste,Introduction / extension of measures,Public health measures,Awareness campaigns,"everyone in Timor-Leste is encouraged to applaud every week, on Tuesday, at 7 pm, for five minutes in their homes, starting next Tuesday, April 28, thus participating in the campaign ""Applaud the tag Timorese Heroes"". People should record these moments on video and disseminate messages, photographs, and videos on social networks, with the tag #Applaud4TimoreseHeroes.",2020-04-28
Timor-Leste,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,"Renewal of the Declaration of the State of Emergency enacted by decree of the President of the Republic No. 32/2020, of April 27, to respond to the COVID-19 pandemic. In view of the renewal of the declaration of the state of emergency, the Government through this Decree ensures its implementation by adopting the necessary measures that prevent the disease, contain the pandemic, save lives and ensure the subsistence of the supply chains of essential goods and services for our population, even if they may limit some fundamental rights and freedoms.",2020-04-27
Timor-Leste,Introduction / extension of measures,Movement restrictions,Visa restrictions,"prohibition on foreigners entering national territory is maintained, with the exceptions previously provided for and with the exception of all foreigners who conduct their professional activity in the oil sector.",2020-04-28
Timor-Leste,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,"Temporary budget appropriations for officials, agents and public administration workers who provide their activity in the prevention or control services of COVID-19, during the term of the state of emergency. Salary supplement varies between 5 and 25 U.S. dollars, for each effective working day of the beneficiary, during the term of the state of emergency, according to the degree of risk to which employees are exposed.",2020-05-05
Togo,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,International airport only,2020-03-15
Togo,Introduction / extension of measures,Movement restrictions,International flights suspension,"Suspension for two weeks of all flights from Spain, Italy, France and Germany.",2020-03-20
Togo,Introduction / extension of measures,Social distancing,Limit public gatherings,All international events are suspended for 3 weeks.,2020-03-16
Togo,Introduction / extension of measures,Social distancing,Public services closure,Suspension of non-essential international missions in unspecified 'risk countries',2020-03-16
Togo,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,14-day quarantine for anyone entering Togo from unspecified 'risk countries',2020-03-16
Togo,Introduction / extension of measures,Public health measures,General recommendations,Recommendation not to travel to unspecified 'risk countries',2020-03-16
Togo,Introduction / extension of measures,Social distancing,Limit public gatherings,Gathering of more than 100 people are forbidden.,2020-03-16
Togo,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Emergency fund of 2 billion CFA francs.,2020-03-16
